acc_x, acc_y, angular_z, stamp, 
-0.008494973182678223, 0.008687376976013184, 6.923597081762581e-12, 1770075777469086140, 
-0.013463914394378662, -0.02912849187850952, -2.721810723708022e-11, 1770075777498830680, 
0.006739139556884766, 0.015773773193359375, -6.152277102030383e-11, 1770075777528822471, 
-0.007215142250061035, -0.007600545883178711, -7.467566240095097e-11, 1770075777558747016, 
-0.012527704238891602, 0.023028135299682617, -1.2364363123414847e-10, 1770075777588704396, 
0.007425546646118164, 0.012040317058563232, 1.9239471763931808e-06, 1770075777619683536, 
-0.0016686320304870605, -0.0185239315032959, 1.8448625435761275e-06, 1770075777651991454, 
0.012665390968322754, -0.014941632747650146, -4.050230244244822e-11, 1770075777679035147, 
0.01977640390396118, 0.0012569427490234375, -2.8551893133018266e-11, 1770075777708695801, 
-4.780292510986328e-05, 0.026260972023010254, -1.3055376451731877e-11, 1770075777738704622, 
0.012412428855895996, -0.011772334575653076, 6.268403245075761e-11, 1770075777768623574, 
0.0012938976287841797, -0.0012054443359375, 7.053103791713392e-11, 1770075777798644200, 
-0.00043016672134399414, -0.026473045349121094, 5.964192312679595e-11, 1770075777828846619, 
0.015605628490447998, -0.003073275089263916, 4.9859844031414093e-11, 1770075777860197982, 
-0.015184998512268066, 0.007981538772583008, 1.0375229741393837e-11, 1770075777978490076, 
-0.0026334524154663086, 0.031365156173706055, 3.575108800797993e-12, 1770075778019897412, 
-0.017834246158599854, 0.013275861740112305, -4.204251433650312e-11, 1770075778078430785, 
0.010967612266540527, 0.004244089126586914, -4.606539531901177e-11, 1770075778138548671, 
-0.008772432804107666, 0.01131516695022583, -5.7590956177078464e-11, 1770075778168529223, 
-0.025037765502929688, -0.01929497718811035, -7.178305383065033e-11, 1770075778198697969, 
0.0007979273796081543, 0.006110727787017822, -1.9005863463473882e-06, 1770075778259996642, 
0.002924680709838867, -0.004479706287384033, -1.798304710163952e-13, 1770075778318526905, 
-0.024721264839172363, 0.017562150955200195, 1.986161901153603e-06, 1770075778378362889, 
-0.008000075817108154, 0.014141201972961426, -2.5365851420757776e-10, 1770075778408349445, 
0.004832208156585693, 0.006910264492034912, -3.070023344662458e-10, 1770075778438366092, 
-0.02378976345062256, -0.036199748516082764, -2.7470751208921276e-10, 1770075778468369559, 
-0.01802736520767212, -0.0162389874458313, 1.8556583926509543e-06, 1770075778500484140, 
0.016476094722747803, 0.02005898952484131, 1.6072437948385566e-06, 1770075778537549499, 
0.02553945779800415, 0.00924062728881836, 1.984806112280995e-06, 1770075778567570111, 
