acc_x, acc_y, angular_z, stamp, 
0.04466205835342407, -0.0038794279098510742, 1.336706938002224e-11, 1770075791001666700, 
0.024738788604736328, 0.008499741554260254, 1.3155249291829792e-11, 1770075791031648962, 
-0.032832562923431396, -0.005970597267150879, -1.2781309307333183e-10, 1770075791063007568, 
-0.043406128883361816, -0.009454488754272461, -9.145107327115765e-11, 1770075791092562487, 
0.005505025386810303, 0.008611917495727539, -1.8702437808982798e-06, 1770075791124430523, 
0.0255584716796875, 0.01760542392730713, 3.477554575772195e-10, 1770075791151728010, 
0.003930151462554932, -0.00047957897186279297, 3.1145928260955334e-10, 1770075791182409121, 
-0.035591840744018555, -0.029249370098114014, 1.691303527104302e-10, 1770075791212346680, 
-0.026119112968444824, -0.018325090408325195, 2.415671109768115e-10, 1770075791242337077, 
-0.016856014728546143, 0.0034134387969970703, 4.095585519227336e-10, 1770075791272342789, 
0.03345048427581787, -0.03063070774078369, 3.850573396112616e-10, 1770075791302280473, 
0.0010808706283569336, -0.0053231120109558105, 2.4543552276877936e-10, 1770075791332444291, 
-0.03301572799682617, 0.005629122257232666, 1.816748044305407e-10, 1770075791364991047, 
0.017313718795776367, 0.011065840721130371, 1.9384488326107713e-10, 1770075791392267345, 
0.028056561946868896, -0.008738994598388672, 1.4051687311572215e-10, 1770075791422197645, 
-0.006416916847229004, -0.01946234703063965, 1.6032810428627922e-10, 1770075791452155266, 
-0.008279204368591309, -0.017526865005493164, 6.411033086497472e-11, 1770075791482505806, 
0.002526402473449707, 0.031164228916168213, 4.128323327257974e-11, 1770075791512259328, 
0.01880592107772827, -0.01912146806716919, 9.123911810191776e-12, 1770075791541974039, 
0.011443614959716797, -0.020774006843566895, 2.1072604912458418e-13, 1770075791572539434, 
-0.008662819862365723, 0.004568278789520264, -5.6889132158014564e-12, 1770075791604784928, 
-0.023035883903503418, -0.0006653070449829102, -2.7242568138310456e-12, 1770075791632253582, 
-0.022880911827087402, -0.004176020622253418, -1.8616200506054607e-11, 1770075791660882268, 
0.014893531799316406, -0.013140499591827393, -2.908048084892221e-11, 1770075791691798039, 
0.021960139274597168, -0.023893654346466064, -1.9577674852823596e-11, 1770075791721737737, 
-0.0053383708000183105, -0.003949999809265137, 2.6135442402765128e-11, 1770075791751692228, 
-0.001881420612335205, -0.0002092123031616211, 5.546311020784602e-11, 1770075791780618541, 
0.015883445739746094, -0.0019360780715942383, 7.485615719107263e-11, 1770075791812825364, 
0.02470564842224121, 0.024981439113616943, 9.496472773085656e-11, 1770075791844557820, 
0.0009338259696960449, -0.019716322422027588, 1.4904081594520664e-10, 1770075791872036826, 
-0.031213998794555664, -0.012220442295074463, 2.2292359467591622e-10, 1770075791901771308, 
0.004839599132537842, 0.029411494731903076, 2.658284766107995e-10, 1770075791931495831, 
0.013756871223449707, 0.015117228031158447, 2.2356218873434797e-10, 1770075791961424131, 
0.009945273399353027, -0.03328520059585571, 2.4489212538709563e-10, 1770075791991395648, 
-0.026902437210083008, -0.02216053009033203, 1.5818974564377366e-10, 1770075792021367809, 
0.017485618591308594, 0.017121076583862305, 0.0014208077512350272, 1770075792052956687, 
1.2039576768875122, 0.028614163398742676, 0.014276418842483103, 1770075792084496251, 
1.0356371402740479, -0.25062036514282227, 0.10358291313376071, 1770075792111477972, 
1.053850531578064, 0.28168874979019165, 0.07430519089815024, 1770075792141239292, 
1.2275683879852295, 0.15784382820129395, 0.07605981055255914, 1770075792171135066, 
1.2249325513839722, -0.27059853076934814, 0.09428505997875533, 1770075792201100878, 
0.3129192590713501, 0.07683837413787842, 0.09859929512722077, 1770075792231105314, 
0.3015460968017578, -0.015378773212432861, 0.114947197581624, 1770075792261196683, 
1.090989589691162, 0.12008589506149292, 0.14097507488075753, 1770075792292496679, 
0.5086060762405396, 0.13418424129486084, 0.1572455354796625, 1770075792324070305, 
1.0413405895233154, -0.039423584938049316, 0.18815311245297694, 1770075792350925677, 
1.176819086074829, -0.16277891397476196, 0.1753856199170353, 1770075792380865594, 
0.2957407832145691, -0.1404464840888977, 0.2091197591103255, 1770075792409857574, 
0.7586907744407654, 0.36189258098602295, 0.23844856166640277, 1770075792440878089, 
0.3637010455131531, 0.5981875658035278, 0.24806916175407565, 1770075792470834817, 
0.43146437406539917, 0.27090519666671753, 0.2627469355184151, 1770075792500816661, 
0.4010024666786194, -0.09116941690444946, 0.2549280435553368, 1770075792533053233, 
